 INFO [47:52,942 Creating new lazily initialized GenericApplicationContext for the portal
 WARN [47:55,513 No  license key found. This monitoring probe software is not licensed for production usage, and is only licensed for development usage. See LICENSE.txt for details. A temporary key will be generated for development usage. When the temporary key expires, the ing probe capability will be suspended but your ability to continue to use Ehcache will not be affected. Please contact sales@terracottatech.com to request a license.
 WARN [47:55,605 No  license key found. This monitoring probe software is not licensed for production usage, and is only licensed for development usage. See LICENSE.txt for details. A temporary key will be generated for development usage. When the temporary key expires, the ing probe capability will be suspended but your ability to continue to use Ehcache will not be affected. Please contact sales@terracottatech.com to request a license.
 INFO [47:56,726 Building JPA container EntityManagerFactory for persistence unit 'PortalDb'
 INFO [47:57,766 HHH000400: Using dialect: org.hibernate.dialect.Oracle10gDialect
 INFO [47:59,420 Adding destruction callback singleton for bean 'scopedTarget.sessionAttributesOverridesMap'
 INFO [47:59,809 Building JPA container EntityManagerFactory for persistence unit 'RawEventsDB'
 INFO [48:00,160 HHH000400: Using dialect: org.hibernate.dialect.Oracle10gDialect
 INFO [48:00,398 Building JPA container EntityManagerFactory for persistence unit 'AggrEventsDB'
 INFO [48:00,605 HHH000400: Using dialect: org.hibernate.dialect.Oracle10gDialect
 INFO [48:03,365 Created new lazily initialized GenericApplicationContext for the portal in 10423ms
Groovy Shell (1.8.5, JVM: 1.6.0_31)
Type 'help' or '\h' for help.
-------------------------------------------------------------------------------
groovy:000> portalEventAggregationManager.aggregateRawEvents()
 INFO [48:13,006 Attempting to resolve serverName using InetAddress.getLocalHost()
DEBUG [48:13,582 Found expected 1440 time dimensions
 INFO [48:13,623 Populating DateDimensions between 2012-01-01T00:00:00.000-06:00 and 2013-01-01T00:00:00.000-06:00
DEBUG [48:13,968 Last aggregation run on bohemia_yu9b clearing all aggregation caches
DEBUG [48:13,987 Starting aggregation of events between 2012-06-22T09:08:39.505-05:00 (inc) and 2012-06-27T12:47:43.000-05:00 (exc)
 INFO [48:14,100 Looking up bean 'referenceEntitySearcher' in ApplicationContext due to context not yet being initialized
 INFO [48:14,144 Looking up bean 'entityTypes' in ApplicationContext due to context not yet being initialized
 INFO [48:14,373 Looking up bean 'entityCachingService' in ApplicationContext due to context not yet being initialized
 INFO [48:14,383 Looking up bean 'personAttributeDao' in ApplicationContext due to context not yet being initialized
 INFO [48:14,392 Adding destruction callback singleton for bean 'scopedTarget.org.jasig.services.persondir.support.AdditionalDescriptors#52458f41'
 INFO [48:14,402 Adding destruction callback singleton for bean 'scopedTarget.org.jasig.services.persondir.support.AdditionalDescriptors#54c01e99'
 WARN [48:15,429 PAGS group=system-portal-ineligible contained person=wehber, but the person failed to be contained in ancesters of this group (parentGroup=uw-system). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [48:15,864 PAGS group=system-portal-ineligible contained person=arwilson5, but the person failed to be contained in ancesters of this group (parentGroup=uw-system). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [48:16,324 PAGS group=system-portal-ineligible contained person=kjbissen, but the person failed to be contained in ancesters of this group (parentGroup=uw-system). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [48:17,216 PAGS group=pags.users-employee-heritage-questionnaire contained person=bogdenmm@uwosh.edu, but the person failed to be contained in ancesters of this group (parentGroup=pags.portal-activated). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [48:17,282 PAGS group=system-portal-ineligible contained person=halgren, but the person failed to be contained in ancesters of this group (parentGroup=uw-system). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [48:17,446 PAGS group=system-portal-ineligible contained person=vvegon, but the person failed to be contained in ancesters of this group (parentGroup=uw-system). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [48:17,819 PAGS group=system-portal-ineligible contained person=jcleveland, but the person failed to be contained in ancesters of this group (parentGroup=uw-system). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [48:17,882 PAGS group=system-portal-ineligible contained person=wdooling, but the person failed to be contained in ancesters of this group (parentGroup=uw-system). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [48:18,011 PAGS group=system-portal-ineligible contained person=djfunk, but the person failed to be contained in ancesters of this group (parentGroup=uw-system). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [49:13,858 PAGS group=system-portal-ineligible contained person=rtapp, but the person failed to be contained in ancesters of this group (parentGroup=uw-system). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [49:14,002 PAGS group=system-portal-ineligible contained person=kadrake3, but the person failed to be contained in ancesters of this group (parentGroup=uw-system). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [49:14,059 PAGS group=system-portal-ineligible contained person=pbrigham, but the person failed to be contained in ancesters of this group (parentGroup=uw-system). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [49:14,888 PAGS group=system-portal-ineligible contained person=msstanek, but the person failed to be contained in ancesters of this group (parentGroup=uw-system). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [49:33,667 PAGS group=pags.users-employee-heritage-questionnaire contained person=guest, but the person failed to be contained in ancesters of this group (parentGroup=pags.portal-activated). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [49:33,669 PAGS group=system-portal-ineligible contained person=guest, but the person failed to be contained in ancesters of this group (parentGroup=pags.uw-system). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [49:35,559 PAGS group=system-portal-ineligible contained person=skastner, but the person failed to be contained in ancesters of this group (parentGroup=pags.uw-system). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [49:57,786 PAGS group=system-portal-ineligible contained person=lzyduck, but the person failed to be contained in ancesters of this group (parentGroup=pags.uw-system). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [49:58,452 PAGS group=system-portal-ineligible contained person=wwlim2, but the person failed to be contained in ancesters of this group (parentGroup=pags.uw-system). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [49:58,582 PAGS group=system-portal-ineligible contained person=goodrich2, but the person failed to be contained in ancesters of this group (parentGroup=pags.uw-system). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [49:59,532 PAGS group=system-portal-ineligible contained person=oxleyhase, but the person failed to be contained in ancesters of this group (parentGroup=pags.uw-system). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [50:03,034 PAGS group=pags.users-employee-heritage-questionnaire contained person=guest, but the person failed to be contained in ancesters of this group (parentGroup=pags.portal-activated). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [50:03,037 PAGS group=system-portal-ineligible contained person=guest, but the person failed to be contained in ancesters of this group (parentGroup=pags.uw-system). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [50:03,097 PAGS group=system-portal-ineligible contained person=cdwall, but the person failed to be contained in ancesters of this group (parentGroup=pags.uw-system). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [50:03,190 PAGS group=system-portal-ineligible contained person=sandireddy, but the person failed to be contained in ancesters of this group (parentGroup=pags.uw-system). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [50:04,106 PAGS group=system-portal-ineligible contained person=lmusso, but the person failed to be contained in ancesters of this group (parentGroup=pags.uw-system). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [50:04,181 PAGS group=system-portal-ineligible contained person=ddirienzo, but the person failed to be contained in ancesters of this group (parentGroup=pags.uw-system). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [50:04,592 PAGS group=pags.users-employee-heritage-questionnaire contained person=guest, but the person failed to be contained in ancesters of this group (parentGroup=pags.portal-activated). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [50:04,594 PAGS group=system-portal-ineligible contained person=guest, but the person failed to be contained in ancesters of this group (parentGroup=pags.uw-system). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [50:10,681 PAGS group=system-portal-ineligible contained person=emhudson, but the person failed to be contained in ancesters of this group (parentGroup=pags.uw-system). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [50:10,850 PAGS group=system-portal-ineligible contained person=kdemerath, but the person failed to be contained in ancesters of this group (parentGroup=pags.uw-system). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [50:10,908 PAGS group=system-portal-ineligible contained person=ctmangan, but the person failed to be contained in ancesters of this group (parentGroup=pags.uw-system). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [50:10,948 PAGS group=system-portal-ineligible contained person=kcfaulkner, but the person failed to be contained in ancesters of this group (parentGroup=pags.uw-system). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [50:11,497 PAGS group=system-portal-ineligible contained person=dbrost, but the person failed to be contained in ancesters of this group (parentGroup=pags.uw-system). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [50:11,911 PAGS group=system-portal-ineligible contained person=nanand2, but the person failed to be contained in ancesters of this group (parentGroup=pags.uw-system). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [50:11,963 PAGS group=system-portal-ineligible contained person=bnehls, but the person failed to be contained in ancesters of this group (parentGroup=pags.uw-system). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [50:12,038 PAGS group=system-portal-ineligible contained person=tameyer3, but the person failed to be contained in ancesters of this group (parentGroup=pags.uw-system). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [50:13,097 PAGS group=pags.users-employee-heritage-questionnaire contained person=brownju@uwosh.edu, but the person failed to be contained in ancesters of this group (parentGroup=pags.portal-activated). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [50:14,465 PAGS group=system-portal-ineligible contained person=bkuzia, but the person failed to be contained in ancesters of this group (parentGroup=pags.uw-system). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [50:14,532 PAGS group=system-portal-ineligible contained person=fmschultz, but the person failed to be contained in ancesters of this group (parentGroup=pags.uw-system). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [50:14,978 PAGS group=system-portal-ineligible contained person=hegel, but the person failed to be contained in ancesters of this group (parentGroup=pags.uw-system). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [50:15,023 PAGS group=system-portal-ineligible contained person=hmeddaugh, but the person failed to be contained in ancesters of this group (parentGroup=pags.uw-system). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [50:15,112 PAGS group=system-portal-ineligible contained person=sobah, but the person failed to be contained in ancesters of this group (parentGroup=pags.uw-system). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [50:15,174 PAGS group=system-portal-ineligible contained person=hmharris, but the person failed to be contained in ancesters of this group (parentGroup=pags.uw-system). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [50:15,793 PAGS group=pags.users-employee-heritage-questionnaire contained person=davis245@uwm.edu, but the person failed to be contained in ancesters of this group (parentGroup=pags.portal-activated). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [50:15,864 PAGS group=system-portal-ineligible contained person=tnorwood, but the person failed to be contained in ancesters of this group (parentGroup=pags.uw-system). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [50:16,325 PAGS group=system-portal-ineligible contained person=esmarshall, but the person failed to be contained in ancesters of this group (parentGroup=pags.uw-system). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [50:17,034 PAGS group=system-portal-ineligible contained person=apiasecki, but the person failed to be contained in ancesters of this group (parentGroup=pags.uw-system). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [50:17,315 PAGS group=pags.users-employee-heritage-questionnaire contained person=petersonbro@uwstout.edu, but the person failed to be contained in ancesters of this group (parentGroup=pags.portal-activated). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [50:17,330 PAGS group=pags.users-employee-heritage-questionnaire contained person=guest, but the person failed to be contained in ancesters of this group (parentGroup=pags.portal-activated). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [50:17,332 PAGS group=system-portal-ineligible contained person=guest, but the person failed to be contained in ancesters of this group (parentGroup=pags.uw-system). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [50:18,983 PAGS group=system-portal-ineligible contained person=skroll, but the person failed to be contained in ancesters of this group (parentGroup=pags.uw-system). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [50:19,317 PAGS group=system-portal-ineligible contained person=swasser, but the person failed to be contained in ancesters of this group (parentGroup=pags.uw-system). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
DEBUG [50:19,339 Aggregated 1000 events, flush and clear RawEventsDB EntityManager.
 WARN [50:20,698 PAGS group=system-portal-ineligible contained person=lpincsak, but the person failed to be contained in ancesters of this group (parentGroup=pags.uw-system). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
DEBUG [50:20,918 Crossing FIVE_MINUTE Interval, triggered by PortletActionExecutionEvent [serverId=anubis, eventSessionId=5ecthvyq, userName=kadrake3, timestampAsDate=2012-06-22T09:10:00.327-05:00, fname=student-center, executionTimeNano=30321954, parameters=1]
 WARN [50:21,192 PAGS group=pags.users-employee-heritage-questionnaire contained person=w1058182@uwrf.edu, but the person failed to be contained in ancesters of this group (parentGroup=pags.portal-activated). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [50:21,246 PAGS group=system-portal-ineligible contained person=rcomfort, but the person failed to be contained in ancesters of this group (parentGroup=pags.uw-system). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [50:24,089 PAGS group=system-portal-ineligible contained person=jtcarroll2, but the person failed to be contained in ancesters of this group (parentGroup=pags.uw-system). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [50:24,181 PAGS group=system-portal-ineligible contained person=mmjohnson28, but the person failed to be contained in ancesters of this group (parentGroup=pags.uw-system). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [50:24,932 PAGS group=system-portal-ineligible contained person=patel23, but the person failed to be contained in ancesters of this group (parentGroup=pags.uw-system). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [50:25,019 PAGS group=system-portal-ineligible contained person=ppstockd, but the person failed to be contained in ancesters of this group (parentGroup=pags.uw-system). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [50:25,082 PAGS group=system-portal-ineligible contained person=vszydlowski, but the person failed to be contained in ancesters of this group (parentGroup=pags.uw-system). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [50:25,303 PAGS group=system-portal-ineligible contained person=rindo, but the person failed to be contained in ancesters of this group (parentGroup=pags.uw-system). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
